date,geoid,county,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
2020-10-26,USA-06037,Los Angeles,California,854,1606.86,16.01,7,17.57,0.18
2020-10-27,USA-06037,Los Angeles,California,1463,1724.0,17.17,27,16.43,0.16
2020-10-28,USA-06037,Los Angeles,California,1292,1840.43,18.33,13,13.71,0.14
2020-10-29,USA-06037,Los Angeles,California,1701,1572.14,15.66,4,12.57,0.13
2020-10-30,USA-06037,Los Angeles,California,1257,1358.0,13.53,12,11.71,0.12
2020-10-31,USA-06037,Los Angeles,California,1291,1240.14,12.35,15,11.71,0.12
2020-11-01,USA-06037,Los Angeles,California,1572,1347.14,13.42,3,11.57,0.12
2020-11-02,USA-06037,Los Angeles,California,1405,1425.86,14.2,2,10.86,0.11
2020-11-03,USA-06037,Los Angeles,California,1150,1381.14,13.76,21,10.0,0.1
2020-11-04,USA-06037,Los Angeles,California,1781,1451.0,14.45,20,11.0,0.11
2020-11-05,USA-06037,Los Angeles,California,2108,1509.14,15.03,23,13.71,0.14
2020-11-06,USA-06037,Los Angeles,California,2093,1628.57,16.22,17,14.43,0.14
2020-11-07,USA-06037,Los Angeles,California,2321,1775.71,17.69,13,14.14,0.14
2020-11-08,USA-06037,Los Angeles,California,2233,1870.14,18.63,2,14.0,0.14
2020-11-09,USA-06037,Los Angeles,California,1418,1872.0,18.65,5,14.43,0.14
2020-11-10,USA-06037,Los Angeles,California,2252,2029.43,20.22,23,14.71,0.15
2020-11-11,USA-06037,Los Angeles,California,2091,2073.71,20.66,16,14.14,0.14
2020-11-12,USA-06037,Los Angeles,California,2486,2127.71,21.19,5,11.57,0.12
2020-11-13,USA-06037,Los Angeles,California,2417,2174.0,21.66,25,12.71,0.13
2020-11-14,USA-06037,Los Angeles,California,3685,2368.86,23.6,20,13.71,0.14
2020-11-15,USA-06037,Los Angeles,California,3010,2479.86,24.7,3,13.86,0.14
2020-11-16,USA-06037,Los Angeles,California,2785,2675.14,26.65,6,14.0,0.14
2020-11-17,USA-06037,Los Angeles,California,2182,2665.14,26.55,24,14.14,0.14
2020-11-18,USA-06037,Los Angeles,California,3813,2911.14,29.0,36,17.0,0.17
2020-11-19,USA-06037,Los Angeles,California,4896,3255.43,32.43,28,20.29,0.2
2020-11-20,USA-06037,Los Angeles,California,4225,3513.71,35.0,33,21.43,0.21
2020-11-21,USA-06037,Los Angeles,California,4421,3618.86,36.05,33,23.29,0.23
2020-11-22,USA-06037,Los Angeles,California,2651,3567.57,35.54,9,24.14,0.24
2020-11-23,USA-06037,Los Angeles,California,6116,4043.43,40.28,8,24.43,0.24
2020-11-24,USA-06037,Los Angeles,California,3502,4232.0,42.16,51,28.29,0.28
2020-11-25,USA-06037,Los Angeles,California,4190,4285.86,42.69,46,29.71,0.3
2020-11-26,USA-06037,Los Angeles,California,4952,4293.86,42.77,37,31.0,0.31
2020-11-27,USA-06037,Los Angeles,California,4420,4321.71,43.05,24,29.71,0.3
2020-11-28,USA-06037,Los Angeles,California,3211,4148.86,41.33,19,27.71,0.28
2020-11-29,USA-06037,Los Angeles,California,4953,4477.71,44.6,16,28.71,0.29
2020-11-30,USA-06037,Los Angeles,California,5077,4329.29,43.12,16,29.86,0.3
2020-12-01,USA-06037,Los Angeles,California,7481,4897.71,48.79,45,29.0,0.29
2020-12-02,USA-06037,Los Angeles,California,5789,5126.14,51.06,40,28.14,0.28
2020-12-03,USA-06037,Los Angeles,California,7696,5518.14,54.97,42,28.86,0.29
2020-12-04,USA-06037,Los Angeles,California,8713,6131.43,61.08,60,34.0,0.34
2020-12-05,USA-06037,Los Angeles,California,8825,6933.43,69.06,44,37.57,0.37
2020-12-06,USA-06037,Los Angeles,California,10444,7717.86,76.88,23,38.57,0.38
2020-12-07,USA-06037,Los Angeles,California,8029,8139.57,81.08,27,40.14,0.4
2020-12-08,USA-06037,Los Angeles,California,8448,8277.71,82.45,64,42.86,0.43
2020-12-09,USA-06037,Los Angeles,California,8950,8729.29,86.95,75,47.86,0.48
2020-12-10,USA-06037,Los Angeles,California,12646,9436.43,94.0,74,52.43,0.52
2020-12-11,USA-06037,Los Angeles,California,13737,10154.14,101.15,50,51.0,0.51
2020-12-12,USA-06037,Los Angeles,California,11237,10498.71,104.58,70,54.71,0.55
2020-12-13,USA-06037,Los Angeles,California,12622,10809.86,107.68,29,55.57,0.55
2020-12-14,USA-06037,Los Angeles,California,7244,10697.71,106.56,47,58.43,0.58
2020-12-15,USA-06037,Los Angeles,California,11054,11070.0,110.27,86,61.57,0.61
2020-12-16,USA-06037,Los Angeles,California,22236,12968.0,129.17,137,70.43,0.7
2020-12-17,USA-06037,Los Angeles,California,14320,13207.14,131.56,96,73.57,0.73
2020-12-18,USA-06037,Los Angeles,California,16405,13588.29,135.35,93,79.71,0.79
2020-12-19,USA-06037,Los Angeles,California,13652,13933.29,138.79,60,78.29,0.78
2020-12-20,USA-06037,Los Angeles,California,13313,14032.0,139.77,58,82.43,0.82
2020-12-21,USA-06037,Los Angeles,California,11183,14594.71,145.38,56,83.71,0.83
2020-12-22,USA-06037,Los Angeles,California,12708,14831.0,147.73,85,83.57,0.83
2020-12-23,USA-06037,Los Angeles,California,16427,14001.14,139.47,137,83.57,0.83
2020-12-24,USA-06037,Los Angeles,California,13345,13861.86,138.08,146,90.71,0.9
2020-12-25,USA-06037,Los Angeles,California,0,13861.86,138.08,0,90.71,0.9
2020-12-26,USA-06037,Los Angeles,California,29174,13735.71,136.82,139,88.71,0.88
2020-12-27,USA-06037,Los Angeles,California,13387,13746.29,136.93,44,86.71,0.86
2020-12-28,USA-06037,Los Angeles,California,13513,14079.14,140.24,73,89.14,0.89
2020-12-29,USA-06037,Los Angeles,California,12769,14087.86,140.33,227,109.43,1.09
2020-12-30,USA-06037,Los Angeles,California,10031,13174.14,131.23,274,129.0,1.28
2020-12-31,USA-06037,Los Angeles,California,14503,13339.57,132.88,289,149.43,1.49
2021-01-01,USA-06037,Los Angeles,California,19980,14169.63,141.14,207,156.63,1.56
2021-01-02,USA-06037,Los Angeles,California,15628,14258.71,142.03,130,177.71,1.77
2021-01-03,USA-06037,Los Angeles,California,12436,14122.86,140.68,91,184.43,1.84
2021-01-04,USA-06037,Los Angeles,California,8884,13461.57,134.09,77,185.0,1.84
2021-01-05,USA-06037,Los Angeles,California,13113,13510.71,134.58,221,184.14,1.83
2021-01-06,USA-06037,Los Angeles,California,11554,13728.29,136.75,257,181.71,1.81
2021-01-07,USA-06037,Los Angeles,California,19239,14404.86,143.49,217,171.43,1.71
2021-01-08,USA-06037,Los Angeles,California,18038,14127.43,140.72,318,187.29,1.87
2021-01-09,USA-06037,Los Angeles,California,16767,14290.14,142.34,221,200.29,2.0
2021-01-10,USA-06037,Los Angeles,California,14006,14514.43,144.58,166,211.0,2.1
2021-01-11,USA-06037,Los Angeles,California,12523,15034.29,149.76,137,219.57,2.19
2021-01-12,USA-06037,Los Angeles,California,11630,14822.43,147.65,287,229.0,2.28
2021-01-13,USA-06037,Los Angeles,California,14178,15197.29,151.38,281,232.43,2.32
2021-01-14,USA-06037,Los Angeles,California,16802,14849.14,147.91,279,241.29,2.4
2021-01-15,USA-06037,Los Angeles,California,14633,14362.71,143.07,255,232.29,2.31
2021-01-16,USA-06037,Los Angeles,California,13996,13966.86,139.12,252,236.71,2.36
2021-01-17,USA-06037,Los Angeles,California,10741,13500.43,134.48,107,228.29,2.27
2021-01-18,USA-06037,Los Angeles,California,9529,13072.71,130.22,88,221.29,2.2
2021-01-19,USA-06037,Los Angeles,California,7685,12509.14,124.6,186,206.86,2.06
2021-01-20,USA-06037,Los Angeles,California,6218,11372.0,113.28,262,204.14,2.03
2021-01-21,USA-06037,Los Angeles,California,7929,10104.43,100.65,257,201.0,2.0
2021-01-22,USA-06037,Los Angeles,California,8790,9269.71,92.34,253,200.71,2.0
2021-01-23,USA-06037,Los Angeles,California,10095,8712.43,86.78,268,203.0,2.02
2021-01-24,USA-06037,Los Angeles,California,8224,8352.86,83.2,98,201.71,2.01
2021-01-25,USA-06037,Los Angeles,California,6285,7889.43,78.59,43,195.29,1.95
2021-01-26,USA-06037,Los Angeles,California,5648,7598.43,75.69,289,210.0,2.09
2021-01-27,USA-06037,Los Angeles,California,6668,7662.71,76.33,305,216.14,2.15
2021-01-28,USA-06037,Los Angeles,California,6229,7419.86,73.91,210,209.43,2.09
2021-01-29,USA-06037,Los Angeles,California,6480,7089.86,70.62,225,205.43,2.05
2021-01-30,USA-06037,Los Angeles,California,6700,6604.86,65.79,315,212.14,2.11
2021-01-31,USA-06037,Los Angeles,California,5803,6259.0,62.35,123,215.71,2.15
2021-02-01,USA-06037,Los Angeles,California,4003,5933.0,59.1,84,221.57,2.21
2021-02-02,USA-06037,Los Angeles,California,3685,5652.57,56.31,203,209.29,2.08
2021-02-03,USA-06037,Los Angeles,California,4923,5403.29,53.82,251,201.57,2.01
2021-02-04,USA-06037,Los Angeles,California,4863,5208.14,51.88,231,204.57,2.04
2021-02-05,USA-06037,Los Angeles,California,4436,4916.14,48.97,225,204.57,2.04
2021-02-06,USA-06037,Los Angeles,California,4661,4624.86,46.07,191,186.86,1.86
2021-02-07,USA-06037,Los Angeles,California,3034,4229.29,42.13,89,182.0,1.81
2021-02-08,USA-06037,Los Angeles,California,2614,4030.86,40.15,91,183.0,1.82
2021-02-09,USA-06037,Los Angeles,California,3175,3958.0,39.43,225,186.14,1.85
2021-02-10,USA-06037,Los Angeles,California,3081,3694.86,36.8,140,170.29,1.7
2021-02-11,USA-06037,Los Angeles,California,3314,3473.57,34.6,158,159.86,1.59
2021-02-12,USA-06037,Los Angeles,California,3159,3291.14,32.78,131,146.43,1.46
2021-02-13,USA-06037,Los Angeles,California,3000,3053.86,30.42,195,147.0,1.46
2021-02-14,USA-06037,Los Angeles,California,1780,2874.71,28.64,82,146.0,1.45
2021-02-15,USA-06037,Los Angeles,California,1830,2762.71,27.52,29,137.14,1.37
2021-02-16,USA-06037,Los Angeles,California,1196,2480.0,24.7,120,122.14,1.22
2021-02-17,USA-06037,Los Angeles,California,2121,2342.86,23.34,153,124.0,1.24
2021-02-18,USA-06037,Los Angeles,California,2676,2251.71,22.43,146,122.29,1.22
2021-02-19,USA-06037,Los Angeles,California,2443,2149.43,21.41,148,124.71,1.24
2021-02-20,USA-06037,Los Angeles,California,2293,2048.43,20.4,131,115.57,1.15
2021-02-21,USA-06037,Los Angeles,California,1427,1998.0,19.9,92,117.0,1.17
2021-02-22,USA-06037,Los Angeles,California,934,1870.0,18.63,19,115.57,1.15
2021-02-23,USA-06037,Los Angeles,California,1975,1981.29,19.74,153,120.29,1.2
2021-02-24,USA-06037,Los Angeles,California,2105,1979.0,19.71,930,120.29,1.2
2021-02-25,USA-06037,Los Angeles,California,2027,1886.29,18.79,115,114.86,1.14
2021-02-26,USA-06037,Los Angeles,California,1758,1788.43,17.81,139,113.86,1.13
2021-02-27,USA-06037,Los Angeles,California,1662,1698.29,16.92,87,105.14,1.05
2021-02-28,USA-06037,Los Angeles,California,1038,1642.71,16.36,107,101.71,1.01
2021-03-01,USA-06037,Los Angeles,California,972,1648.14,16.42,32,93.14,0.93
2021-03-02,USA-06037,Los Angeles,California,1347,1558.43,15.52,87,102.86,1.02
2021-03-03,USA-06037,Los Angeles,California,1674,1496.86,14.91,115,97.43,0.97
2021-03-04,USA-06037,Los Angeles,California,2185,1519.43,15.14,109,96.57,0.96
2021-03-05,USA-06037,Los Angeles,California,2027,1557.86,15.52,132,95.57,0.95
2021-03-06,USA-06037,Los Angeles,California,1749,1570.29,15.64,98,97.14,0.97
2021-03-07,USA-06037,Los Angeles,California,1286,1605.71,15.99,21,84.86,0.85
2021-03-08,USA-06037,Los Angeles,California,866,1590.57,15.84,12,82.0,0.82
2021-03-09,USA-06037,Los Angeles,California,1259,1578.0,15.72,58,77.86,0.78
2021-03-10,USA-06037,Los Angeles,California,1437,1544.14,15.38,114,77.71,0.77
2021-03-11,USA-06037,Los Angeles,California,1311,1419.29,14.14,91,75.14,0.75
2021-03-12,USA-06037,Los Angeles,California,6,1130.57,11.26,0,75.14,0.75
2021-03-13,USA-06037,Los Angeles,California,1608,1110.43,11.06,142,62.57,0.62
2021-03-14,USA-06037,Los Angeles,California,634,1017.29,10.13,28,63.57,0.63
2021-03-15,USA-06037,Los Angeles,California,399,950.57,9.47,2,62.14,0.62
2021-03-16,USA-06037,Los Angeles,California,242,805.29,8.02,43,60.0,0.6
2021-03-17,USA-06037,Los Angeles,California,828,718.29,7.15,61,52.43,0.52
2021-03-18,USA-06037,Los Angeles,California,853,652.86,6.5,84,51.43,0.51
2021-03-19,USA-06037,Los Angeles,California,692,750.86,7.48,58,52.25,0.52
2021-03-20,USA-06037,Los Angeles,California,497,592.14,5.9,55,47.29,0.47
2021-03-21,USA-06037,Los Angeles,California,394,557.86,5.56,33,48.0,0.48
2021-03-22,USA-06037,Los Angeles,California,505,573.0,5.71,24,51.14,0.51
2021-03-23,USA-06037,Los Angeles,California,446,602.14,6.0,37,50.29,0.5
2021-03-24,USA-06037,Los Angeles,California,610,571.0,5.69,89,54.29,0.54
2021-03-25,USA-06037,Los Angeles,California,518,523.14,5.21,60,50.86,0.51
2021-03-26,USA-06037,Los Angeles,California,782,536.0,5.34,35,47.57,0.47
2021-03-27,USA-06037,Los Angeles,California,673,561.14,5.59,25,43.29,0.43
2021-03-28,USA-06037,Los Angeles,California,520,579.14,5.77,23,41.86,0.42
2021-03-29,USA-06037,Los Angeles,California,358,558.14,5.56,-2,41.86,0.42
2021-03-30,USA-06037,Los Angeles,California,375,548.0,5.46,9,39.71,0.4
2021-03-31,USA-06037,Los Angeles,California,605,547.29,5.45,33,39.14,0.39
2021-04-01,USA-06037,Los Angeles,California,683,570.86,5.69,46,33.0,0.33
2021-04-02,USA-06037,Los Angeles,California,606,545.71,5.44,46,31.0,0.31
2021-04-03,USA-06037,Los Angeles,California,756,557.57,5.55,39,31.57,0.31
2021-04-04,USA-06037,Los Angeles,California,509,556.0,5.54,27,31.86,0.32
2021-04-05,USA-06037,Los Angeles,California,333,552.43,5.5,0,31.86,0.32
2021-04-06,USA-06037,Los Angeles,California,331,546.14,5.44,1,27.43,0.27
2021-04-07,USA-06037,Los Angeles,California,397,516.43,5.14,38,28.14,0.28
2021-04-08,USA-06037,Los Angeles,California,618,507.14,5.05,48,28.43,0.28
2021-04-09,USA-06037,Los Angeles,California,713,522.43,5.2,43,28.0,0.28
2021-04-10,USA-06037,Los Angeles,California,753,522.0,5.2,36,27.57,0.27
2021-04-11,USA-06037,Los Angeles,California,540,526.43,5.24,26,27.43,0.27
2021-04-12,USA-06037,Los Angeles,California,395,535.29,5.33,10,25.25,0.25
2021-04-13,USA-06037,Los Angeles,California,405,545.86,5.44,2,29.0,0.29
2021-04-14,USA-06037,Los Angeles,California,370,542.0,5.4,48,30.43,0.3
2021-04-15,USA-06037,Los Angeles,California,550,532.29,5.3,26,27.29,0.27
2021-04-16,USA-06037,Los Angeles,California,600,516.14,5.14,22,24.29,0.24
2021-04-17,USA-06037,Los Angeles,California,450,472.86,4.71,26,22.86,0.23
2021-04-18,USA-06037,Los Angeles,California,433,457.57,4.56,26,22.86,0.23
2021-04-19,USA-06037,Los Angeles,California,314,446.0,4.44,-5,22.86,0.23
2021-04-20,USA-06037,Los Angeles,California,330,435.29,4.34,20,24.29,0.24
2021-04-21,USA-06037,Los Angeles,California,357,433.43,4.32,34,28.86,0.29
2021-04-22,USA-06037,Los Angeles,California,364,406.86,4.05,34,26.86,0.27
2021-04-23,USA-06037,Los Angeles,California,424,381.71,3.8,26,26.86,0.27
2021-04-24,USA-06037,Los Angeles,California,378,371.43,3.7,23,27.0,0.27
2021-04-25,USA-06037,Los Angeles,California,369,362.29,3.61,17,25.71,0.26
2021-04-26,USA-06037,Los Angeles,California,274,356.57,3.55,-3,25.71,0.26
2021-04-27,USA-06037,Los Angeles,California,273,348.43,3.47,3,22.43,0.22
2021-04-28,USA-06037,Los Angeles,California,294,339.43,3.38,29,23.71,0.24
2021-04-29,USA-06037,Los Angeles,California,0,339.43,3.38,27,22.71,0.23
2021-04-30,USA-06037,Los Angeles,California,687,325.0,3.24,41,23.71,0.24
2021-05-01,USA-06037,Los Angeles,California,428,332.14,3.31,20,22.86,0.23
2021-05-02,USA-06037,Los Angeles,California,284,320.0,3.19,27,23.43,0.23
2021-05-03,USA-06037,Los Angeles,California,213,311.29,3.1,-3,23.43,0.23
2021-05-04,USA-06037,Los Angeles,California,217,303.29,3.02,-1,23.43,0.23
2021-05-05,USA-06037,Los Angeles,California,172,285.86,2.85,15,23.14,0.23
2021-05-06,USA-06037,Los Angeles,California,374,296.88,2.96,20,25.57,0.25
2021-05-07,USA-06037,Los Angeles,California,372,294.29,2.93,14,23.43,0.23
2021-05-08,USA-06037,Los Angeles,California,304,276.57,2.75,17,22.0,0.22
2021-05-09,USA-06037,Los Angeles,California,229,268.71,2.68,14,18.14,0.18
2021-05-10,USA-06037,Los Angeles,California,145,259.0,2.58,4,15.86,0.16
2021-05-11,USA-06037,Los Angeles,California,173,252.71,2.52,4,12.57,0.13
2021-05-12,USA-06037,Los Angeles,California,273,267.14,2.66,18,13.0,0.13
2021-05-13,USA-06037,Los Angeles,California,213,244.14,2.43,19,12.86,0.13
2021-05-14,USA-06037,Los Angeles,California,532,267.0,2.66,16,13.14,0.13
2021-05-15,USA-06037,Los Angeles,California,247,258.86,2.58,18,13.29,0.13
2021-05-16,USA-06037,Los Angeles,California,176,251.29,2.5,14,13.29,0.13
2021-05-17,USA-06037,Los Angeles,California,150,252.0,2.51,5,13.43,0.13
2021-05-18,USA-06037,Los Angeles,California,120,244.43,2.43,3,13.29,0.13
2021-05-19,USA-06037,Los Angeles,California,218,236.57,2.36,10,12.14,0.12
2021-05-20,USA-06037,Los Angeles,California,222,237.86,2.37,10,10.86,0.11
2021-05-21,USA-06037,Los Angeles,California,246,197.0,1.96,25,12.14,0.12
2021-05-22,USA-06037,Los Angeles,California,241,196.14,1.95,12,11.29,0.11
2021-05-23,USA-06037,Los Angeles,California,174,195.86,1.95,12,11.0,0.11
2021-05-24,USA-06037,Los Angeles,California,138,194.14,1.93,5,11.0,0.11
2021-05-25,USA-06037,Los Angeles,California,174,201.86,2.01,4,11.14,0.11
2021-05-26,USA-06037,Los Angeles,California,187,197.43,1.97,11,11.29,0.11
2021-05-27,USA-06037,Los Angeles,California,4040,197.43,1.97,109,11.29,0.11
2021-05-28,USA-06037,Los Angeles,California,203,194.71,1.94,27,13.71,0.14
2021-05-29,USA-06037,Los Angeles,California,192,187.0,1.86,9,11.43,0.11
2021-05-30,USA-06037,Los Angeles,California,170,176.86,1.76,2,10.0,0.1
2021-05-31,USA-06037,Los Angeles,California,172,176.57,1.76,1,8.43,0.08
2021-06-01,USA-06037,Los Angeles,California,109,172.43,1.72,4,8.29,0.08
2021-06-02,USA-06037,Los Angeles,California,93,160.86,1.6,3,8.14,0.08
2021-06-03,USA-06037,Los Angeles,California,203,163.14,1.63,8,7.71,0.08
2021-06-04,USA-06037,Los Angeles,California,203,163.14,1.63,11,5.43,0.05
2021-06-05,USA-06037,Los Angeles,California,255,172.14,1.71,14,6.14,0.06
2021-06-06,USA-06037,Los Angeles,California,203,176.86,1.76,11,7.43,0.07
2021-06-07,USA-06037,Los Angeles,California,133,171.29,1.71,-1,7.43,0.07
2021-06-08,USA-06037,Los Angeles,California,160,178.57,1.78,3,7.71,0.08
2021-06-09,USA-06037,Los Angeles,California,174,190.14,1.89,13,9.0,0.09
2021-06-10,USA-06037,Los Angeles,California,183,187.29,1.87,6,9.43,0.09
2021-06-11,USA-06037,Los Angeles,California,178,183.71,1.83,8,9.43,0.09
2021-06-12,USA-06037,Los Angeles,California,174,172.14,1.71,-6,9.43,0.09
2021-06-13,USA-06037,Los Angeles,California,184,169.43,1.69,0,9.43,0.09
2021-06-14,USA-06037,Los Angeles,California,129,168.86,1.68,-1,9.43,0.09
2021-06-15,USA-06037,Los Angeles,California,183,172.14,1.71,1,6.0,0.06
2021-06-16,USA-06037,Los Angeles,California,202,176.14,1.75,1,4.57,0.05
2021-06-17,USA-06037,Los Angeles,California,211,180.14,1.79,4,4.71,0.05
2021-06-18,USA-06037,Los Angeles,California,184,181.0,1.8,5,3.57,0.04
2021-06-19,USA-06037,Los Angeles,California,145,176.86,1.76,7,3.71,0.04
2021-06-20,USA-06037,Los Angeles,California,257,187.29,1.87,3,3.0,0.03
2021-06-21,USA-06037,Los Angeles,California,125,186.71,1.86,2,2.88,0.03
2021-06-22,USA-06037,Los Angeles,California,157,183.0,1.82,3,3.57,0.04
2021-06-23,USA-06037,Los Angeles,California,229,186.86,1.86,2,3.71,0.04
2021-06-24,USA-06037,Los Angeles,California,287,197.71,1.97,11,4.71,0.05
2021-06-25,USA-06037,Los Angeles,California,321,217.29,2.16,8,5.14,0.05
2021-06-26,USA-06037,Los Angeles,California,328,243.43,2.42,3,4.57,0.05
2021-06-27,USA-06037,Los Angeles,California,239,240.86,2.4,7,5.14,0.05
2021-06-28,USA-06037,Los Angeles,California,256,259.57,2.59,3,5.29,0.05
2021-06-29,USA-06037,Los Angeles,California,276,276.57,2.75,3,5.29,0.05
2021-06-30,USA-06037,Los Angeles,California,405,276.57,2.75,2,5.29,0.05
2021-07-01,USA-06037,Los Angeles,California,475,311.71,3.11,1,3.86,0.04
2021-07-02,USA-06037,Los Angeles,California,506,343.0,3.42,7,3.71,0.04
2021-07-03,USA-06037,Los Angeles,California,624,386.29,3.85,0,3.71,0.04
2021-07-04,USA-06037,Los Angeles,California,455,404.43,4.03,0,3.71,0.04
2021-07-05,USA-06037,Los Angeles,California,436,432.57,4.31,0,3.71,0.04
2021-07-06,USA-06037,Los Angeles,California,328,442.86,4.41,16,3.71,0.04
2021-07-07,USA-06037,Los Angeles,California,470,470.57,4.69,3,3.86,0.04
2021-07-08,USA-06037,Los Angeles,California,1832,664.43,6.62,6,4.57,0.05
2021-07-09,USA-06037,Los Angeles,California,727,696.0,6.93,11,5.14,0.05
2021-07-10,USA-06037,Los Angeles,California,424,667.43,6.65,0,5.14,0.05
2021-07-11,USA-06037,Los Angeles,California,1113,761.43,7.58,0,5.14,0.05
2021-07-12,USA-06037,Los Angeles,California,1602,928.0,9.24,16,5.2,0.05
2021-07-13,USA-06037,Los Angeles,California,1048,1030.86,10.27,1,5.29,0.05
2021-07-14,USA-06037,Los Angeles,California,954,1100.0,10.96,10,6.29,0.06
2021-07-15,USA-06037,Los Angeles,California,1352,1031.43,10.27,9,6.71,0.07
2021-07-16,USA-06037,Los Angeles,California,1877,1195.71,11.91,4,5.71,0.06
2021-07-17,USA-06037,Los Angeles,California,1777,1389.0,13.84,0,5.71,0.06
2021-07-18,USA-06037,Los Angeles,California,1633,1463.29,14.58,1,4.56,0.05
2021-07-19,USA-06037,Los Angeles,California,1230,1410.14,14.05,15,5.71,0.06
